"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Djibouti","DJI","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.923621453174967","","","","","","","","","","","","",
"Dominica","DMA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.837412349523099","","9.00607409482736","","","","","","","","","",
"Denmark","DNK","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3153444967896","16.9161243711905","18.9297626220831","15.468284597737","15.27394445145","15.8260074615706","15.8216094830941","15.717366042121","17.1650790248782","14.8826236295933","12.4973348529652","12.3580298192029","12.0830792896652","13.1714159080434","",
"Dominican Republic","DOM","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6444064860213","3.73890838685251","2.50695042712837","2.34947424904408","2.3854923774607","3.20065827964189","4.45453778454787","4.30496076267311","3.95240366477105","4.4704065316482","7.53962266238411","6.32956201355222","6.36763473081212","8.84505466423673","",
"Algeria","DZA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2037128625053","1.04177603436066","1.17679109238388","1.16790041818633","0.541468111214074","0.343094841041672","0.569126987791947","0.328391631416688","0.233281066486999","0.489614088330072","0.96029933858419","","","","",
"East Asia & Pacific (excluding high income)","EAP","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7114523592201","28.8505835413605","33.4559231416263","31.4096878425487","29.4127305358463","29.7872647313489","30.2360652244113","29.0030444120649","29.5008696838433","29.3199137367981","30.8861409964398","31.4086414779522","30.8499164773445","31.6706880275038","",
"Early-demographic dividend","EAR","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.39573070615133","8.27176380435794","7.99864324216133","7.99855248672692","7.85581204570004","8.13454770827274","8.57933410455568","8.81161996690783","33.2070972721013","10.7461806495756","11.5209253993878","13.0057814053648","",
"East Asia & Pacific","EAS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2925746701526","29.1668701523374","32.4142183423334","30.8030069949218","27.5846753590625","27.5496928947967","28.0538966095617","27.0636012068537","27.7398778667433","27.7074650808635","33.6022621419784","34.1938802168343","33.5940495610354","35.5487930093642","",
"Europe & Central Asia (excluding high income)","ECA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6775204483842","5.31400801041891","8.73015423088684","9.29338335056325","7.76346127368249","8.85578695996338","10.6105286040753","11.1987086130152","12.572153620092","11.1208663097625","9.27132925610571","8.81456763177272","9.93888463405507","8.44088589726112","",
"Europe & Central Asia","ECS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.710058202959","15.3075835662164","16.9412427488896","17.0317417858396","16.234905216768","16.6820374126532","16.9676544674008","17.0301616725649","17.8793099444801","18.1073930630256","15.9235309322887","15.4789975567954","16.1342679516544","15.8975723109196","",
